,Salário,Idade,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Brasil,Estado,Linguagem Python,Linguagem R,Linguagem SQL
378,5000.0,"[41,50]",Analista de BI,Pequena,não,de 6 a 10 anos,Outras,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Entretenimento ou Esportes,1,,0,0,0
379,,"[18,24]",,,,Mais de 10 anos,Outras,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,,0,,1,1,1
380,1000.0,"[25,30]",Cientista de Dados,Pequena,não,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
381,3500.0,"[18,24]",Outras,Pequena,não,Menos de 1 ano,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Educação,1,São Paulo (SP),0,0,0
382,5000.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Pequena,não,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
383,3500.0,"[41,50]",Outras,Grande,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,,0,0,0
384,14000.0,"[31,40]",,,sim,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,0,0,1
385,,"[18,24]",,,,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,0,,0,0,0
386,5000.0,"[31,40]",Engenheiro de Dados,Grande,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Espírito Santo (ES),0,0,0
387,1500.0,"[18,24]",Analista de BI,Grande,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,1,São Paulo (SP),0,0,1
388,1000.0,"[31,40]",Cientista de Dados,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),0,1,1
389,1500.0,"[18,24]",Outras,Média,não,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,São Paulo (SP),0,0,0
390,5000.0,"[25,30]",Cientista de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,,1,1,0
391,1500.0,"[25,30]",Analista de BI,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
392,,"[31,40]",Analista de BI,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Outras,1,São Paulo (SP),0,0,0
393,7000.0,"[31,40]",,,sim,Mais de 10 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Educação,1,São Paulo (SP),1,0,1
394,,"[31,40]",Desenvolvedor/Engenheiro de Software,Grande,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
395,5000.0,"[25,30]",Analista de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
396,,"[31,40]",Outras,Pequena,não,de 6 a 10 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Setor Público,1,Minas Gerais (MG),0,1,1
397,1500.0,"[25,30]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,Rio de Janeiro (RJ),0,0,0
398,7000.0,"[31,40]",,,sim,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Automotivo,1,Espírito Santo (ES),1,0,1
399,,"[18,24]",,,,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,0,0,0
400,1000.0,"[31,40]",Analista de BI,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,1
401,1500.0,"[25,30]",Outras,,não,de 4 a 5 anos,Outras,Mestrado,Ciências Sociais,Área da Saúde,1,,0,0,0
402,3500.0,"[25,30]",Engenheiro de Dados,Pequena,não,Menos de 1 ano,Outras,Mestrado,Outras Engenharias,Área da Saúde,1,Santa Catarina (SC),1,0,1
403,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
404,,"[31,40]",Engenheiro de Dados,,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Rio de Janeiro (RJ),0,0,0
405,1000.0,"[25,30]",Outras,,não,de 6 a 10 anos,Outras,Não tenho graduação formal,,Finanças ou Bancos,1,São Paulo (SP),0,0,1
406,,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Estagiário,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
407,1000.0,"[31,40]",Analista de Dados,Média,não,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Minas Gerais (MG),1,0,1
408,1500.0,"[18,24]",Outras,,não,de 4 a 5 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,0,0,0
409,1000.0,"[31,40]",Analista de Negócios,Grande,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
410,,"[25,30]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Santa Catarina (SC),0,0,0
411,1500.0,"[31,40]",,Pequena,sim,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,São Paulo (SP),1,0,0
412,3500.0,"[25,30]",Outras,Média,não,Menos de 1 ano,Outras,Pós-graduação,Química / Física,Setor Farmaceutico,1,Minas Gerais (MG),0,0,0
413,5000.0,"[18,24]",Engenheiro de Dados,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,Finanças ou Bancos,1,São Paulo (SP),1,0,1
414,7000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
415,18000.0,"[31,40]",,,sim,de 6 a 10 anos,Outras,Pós-graduação,Química / Física,Área da Saúde,1,São Paulo (SP),0,0,1
416,3500.0,"[25,30]",Analista de Negócios,,não,de 1 a 2 anos,Outras,Pós-graduação,Outras,Finanças ou Bancos,1,São Paulo (SP),0,1,1
417,,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
418,,"[25,30]",Analista de BI,Grande,não,de 6 a 10 anos,Outras,Não tenho graduação formal,,Telecomunicação,1,São Paulo (SP),0,0,0
419,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
420,7000.0,"[31,40]",Outras,Média,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
421,,"[18,24]",Analista de BI,Pequena,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Outras,Marketing,1,Espírito Santo (ES),0,0,0
422,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Paraná (PR),0,0,0
423,1000.0,"[25,30]",,,sim,de 4 a 5 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Educação,1,São Paulo (SP),1,1,1
424,1000.0,"[25,30]",Cientista de Dados,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
425,250000.0,"[31,40]",Cientista de Dados,,não,de 6 a 10 anos,Outras,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,Minas Gerais (MG),1,0,0
426,1000.0,"[31,40]",Engenheiro de Dados,Média,não,Menos de 1 ano,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
427,1000.0,"[31,40]",Analista de Dados,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
428,3500.0,"[25,30]",Engenheiro de Dados,,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,São Paulo (SP),1,0,1
429,,"[25,30]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
430,7000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Grande,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,,0,0,0
431,18000.0,"[31,40]",,Pequena,sim,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),1,0,1
432,7000.0,"[31,40]",,Pequena,sim,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,1,Santa Catarina (SC),1,0,1
433,,"[31,40]",,,,de 2 a 3 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,,1,São Paulo (SP),1,0,0
434,5000.0,"[31,40]",Analista de Dados,Média,não,de 1 a 2 anos,Outras,Doutorado ou Phd,Outras Engenharias,Marketing,1,São Paulo (SP),1,0,1
435,7000.0,"[25,30]",Cientista de Dados,,não,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
436,,"[25,30]",,,,de 4 a 5 anos,Outras,Pós-graduação,Ciências Sociais,,1,Minas Gerais (MG),0,0,0
437,250000.0,"[41,50]",Cientista de Dados,Grande,não,de 4 a 5 anos,Outras,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,1,São Paulo (SP),1,1,0
438,18000.0,"[31,40]",Cientista de Dados,Média,não,de 6 a 10 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
439,,"[25,30]",,,,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,,1,0,0
440,,"[25,30]",,,,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,1,0,0
441,7000.0,"[31,40]",Engenheiro de Dados,,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Paraná (PR),0,0,0
442,1000.0,"[25,30]",Engenheiro de Dados,Média,não,de 4 a 5 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
443,5000.0,"[25,30]",Analista de BI,Grande,não,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),1,1,0
444,18000.0,"[31,40]",Engenheiro de Dados,Pequena,não,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
445,,"[25,30]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,,1,Paraná (PR),0,0,0
446,,"[41,50]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
447,,"[41,50]",,,,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Rio de Janeiro (RJ),0,0,0
448,,"[25,30]",,,,Não tenho experiência na área de dados,Outras,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças,,1,Minas Gerais (MG),0,1,1
449,5000.0,"[18,24]",,,sim,de 1 a 2 anos,Outras,Estudante de Graduação,Outras Engenharias,Indústria (Manufatura),1,São Paulo (SP),1,0,1
450,,"[25,30]",,,,de 2 a 3 anos,Outras,Mestrado,Química / Física,,1,Rio de Janeiro (RJ),1,1,0
451,3500.0,"[31,40]",Outras,Pequena,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,,0,0,0
452,1000.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Média,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Rio de Janeiro (RJ),0,0,0
453,5000.0,"[25,30]",Analista de Dados,,não,de 6 a 10 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,1,Minas Gerais (MG),1,0,1
454,,"[31,40]",Outras,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,São Paulo (SP),0,0,0
455,7000.0,"[25,30]",Analista de Negócios,Grande,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Rio Grande do Sul (RS),1,0,1
456,14000.0,,,Média,sim,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Outras,Área da Saúde,1,Rio Grande do Sul (RS),0,0,0
457,,"[31,40]",Cientista de Dados,Pequena,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Ciências Sociais,Outras,1,Minas Gerais (MG),1,1,1
458,,"[18,24]",,,,de 1 a 2 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,,1,,1,1,0
459,,"[31,40]",,,,Mais de 10 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,1,Rio Grande do Sul (RS),1,1,0
460,,"[18,24]",,,,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),1,0,1
461,,"[31,40]",,,,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Paraná (PR),0,0,0
462,1000.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
463,,"[18,24]",Analista de BI,Média,não,de 2 a 3 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Rio Grande do Sul (RS),1,0,1
464,7000.0,"[25,30]",Cientista de Dados,,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
465,3500.0,"[25,30]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,1,1
466,1000.0,"[31,40]",Cientista de Dados,,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Minas Gerais (MG),1,1,1
467,5000.0,"[25,30]",Cientista de Dados,Média,não,Menos de 1 ano,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,0
468,,"[25,30]",,,,de 1 a 2 anos,Outras,Mestrado,Outras Engenharias,,1,São Paulo (SP),0,0,0
469,,"[25,30]",Outras,Grande,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Outras Engenharias,Outras,1,Rio de Janeiro (RJ),0,0,0
470,1000.0,"[25,30]",,,sim,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,0,1
471,18000.0,"[41,50]",,,sim,de 6 a 10 anos,Outras,Pós-graduação,Outras Engenharias,Área da Saúde,1,Paraná (PR),1,1,0
472,18000.0,"[25,30]",,Pequena,sim,de 2 a 3 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,Área da Saúde,1,São Paulo (SP),1,0,0
473,5000.0,"[25,30]",Analista de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Entretenimento ou Esportes,1,Rio de Janeiro (RJ),1,0,1
474,,"[31,40]",,,,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,0,,1,0,1
475,14000.0,"[31,40]",Outras,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,,0,0,0
476,3500.0,"[25,30]",Analista de Negócios,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
477,5000.0,"[31,40]",Outras,Média,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
478,1000.0,"[31,40]",Analista de BI,,não,de 6 a 10 anos,Outras,Mestrado,Ciências Sociais,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
479,5000.0,"[25,30]",Engenheiro de Dados,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,0
480,1000.0,"[31,40]",Engenheiro de Dados,,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,Rio de Janeiro (RJ),1,0,1
481,1000.0,"[31,40]",Engenheiro de Dados,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Agronegócios,1,Paraná (PR),1,0,1
482,,"[31,40]",,,,de 4 a 5 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,,0,,1,1,1
483,7000.0,"[31,40]",,,sim,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,1,0,1
484,18000.0,"[41,50]",,,sim,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,Minas Gerais (MG),0,0,0
485,18000.0,"[41,50]",,,sim,de 2 a 3 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outras,0,,1,0,1
486,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Minas Gerais (MG),0,0,0
487,5000.0,"[31,40]",Analista de Dados,,não,de 1 a 2 anos,Outras,Pós-graduação,Outras Engenharias,Outras,1,Minas Gerais (MG),1,1,1
488,7000.0,"[25,30]",,Média,sim,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
489,14000.0,"[41,50]",,Grande,não,Mais de 10 anos,Outras,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Setor Público,1,Rio de Janeiro (RJ),0,1,0
490,7000.0,"[25,30]",Cientista de Dados,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Seguros ou Previdência,1,São Paulo (SP),1,1,0
